"cptid","cpt_code","descript_short","descript_med","descript_long"
5601,"66990",OPHTHALMIC ENDOSCOPE ADD-ON,USE OPHTHALMIC ENDOSCOPE,Use of ophthalmic endoscope (List separately in addition to code for primary procedure)
5729,"64630",INJECTION TREATMENT OF NERV,DSTRJ NEUROLYTIC AGENT PUDENDAL NERVE,Destruction by neurolytic agent; pudendal nerve
5210,"82938",GASTRIN TEST,GASTRIN AFTER SECRETIN STIMULATION,Gastrin after secretin stimulation
5805,"69602",MASTOID SURGERY REVISION,REVJ MASTOIDECTOMY RSLTG MODF RAD MSTDC,Revision mastoidectomy; resulting in modified radical mastoidectomy
5933,"66710",CILIARY TRANSSLERAL THERAPY,CILIARY BODY DSTRJ CYCLOPHOTOCOAG TRANSSCERAL,"Ciliary body destruction; cyclophotocoagulation, transscleral"
5398,"63270",EXCISE INTRSPINL LESION CRV,LAM EXC ISPI LES OTH/THN NEO IDRL CERVICAL,"Laminectomy for excision of intraspinal lesion other than neoplasm, intradural; cervical"
6045,"72191",CT ANGIOGRAPH PELV W/O&W/DY,CT ANGIOGRAPHY PELVIS W/CONTRAST/NONCONTRAST,"Computed tomographic angiography, pelvis, with contrast material(s), including noncontrast images, if performed, and image postprocessing"
5474,"86606",ASPERGILLUS ANTIBODY,ANTIBODY ASPERGILLUS,Antibody; Aspergillus
5602,"64907",NERVE PEDICLE TRANSFER,NERVE PEDICAL TRANSFER SECOND STAGE,Nerve pedicle transfer; second stage
6241,"74241",X-RAYUPPER GI DELAY W/KUB,RADEX GI TRACT UPPER W/WO DELAYED FILMS W/KUB,"Radiologic examination, gastrointestinal tract, upper; with or without delayed films, with KUB"
5682,"63741",INSTALL SPINAL SHUNT,CRTJ SHUNT LMBR SARACH-PRTL-PLEURAL PRQ X LAM,"Creation of shunt, lumbar, subarachnoid-peritoneal, -pleural, or other; percutaneous, not requiring laminectomy"
6337,"75774",ARTERY X-RAY EACH VESSEL,ANGRPH SLCTV EA VSL STUDIED AFTER BASIC XM RS&I,"Angiography, selective, each additional vessel studied after basic examination, radiological supervision and interpretation (List separately in addition to code for primary procedure)"
5786,"64490",INJ PARAVERT F JNT C/T 1 LE,NJX DX/THER AGT PVRT FACET JT CRV/THRC 1 LEVEL,"Injection(s), diagnostic or therapeutic agent, paravertebral facet (zygapophyseal) joint (or nerves innervating that joint) with image guidance (fluoroscopy or CT), cervical or thoracic; single level"
5914,"69806",EXPLORE INNER EAR,ENDOLYMPHATIC SAC SHUNT,Endolymphatic sac operation; with shunt
6529,"77470",SPECIAL RADIATION TREATMENT,SPECIAL TREATMENT PROCEDURE,"Special treatment procedure (eg, total body irradiation, hemibody radiation, per oral or endocavitary irradiation)"
5994,"66183",INSERT ANT DRAINAGE DEVICE,INSERT ANTER DRAINAGE DEV W/O EXTRAOC RESERVOIR,"Insertion of anterior segment aqueous drainage device, without extraocular reservoir, external approach"
6122,"72100",X-RAY EXAM L-S SPINE 2/3 VW,RADEX SPINE LUMBOSACRAL 2/3 VIEWS,"Radiologic examination, spine, lumbosacral; 2 or 3 views"
6733,"80351",CANNABINOIDS SYNTHETIC 4-6,DRUG SCREENING CANNABINOIDS SYNTHETIC 4-6,"Cannabinoids, synthetic; 4-6"
6218,"73060",X-RAY EXAM OF HUMERUS,RADEX HUMERUS MINIMUM 2 VIEWS,"Radiologic examination; humerus, minimum of 2 views"
6805,"81340",TRB@ GENE REARRANGE AMPLIFY,TRB@ REARRANGEMENT ANAL AMPLIFICATION METHOD,"TRB@ (T cell antigen receptor, beta) (eg, leukemia and lymphoma), gene rearrangement analysis to detect abnormal clonal population(s); using amplification methodology (eg, polymerase chain reaction)"
6334,"75561",CARDIAC MRI FOR MORPH W/DYE,CARDIAC MRI W/WO CONTRAST & FURTHER SEQ,"Cardiac magnetic resonance imaging for morphology and function without contrast material(s), followed by contrast material(s) and further sequences;"
6462,"76881",US XTR NON-VASC COMPLETE,US EXTREMITY NON-VASC REAL-TIME IMG COMPL,"Ultrasound, extremity, nonvascular, real-time with image documentation; complete"
6494,"77054",X-RAY OF MAMMARY DUCTS,MAMMARY DUCTOGRAM OR GALACTOGRAM MULTIPLE,"Mammary ductogram or galactogram, multiple ducts, radiological supervision and interpretation"
6622,"78258",ESOPHAGEAL MOTILITY STUDY,ESOPHAGEAL MOTILITY,Esophageal motility
7117,"83540",ASSAY OF IRON,ASSAY OF IRON,Iron
6666,"78492",HEART IMAGE (PET) MULTIPLE,MYOCRD IMAGE PET PERFUS MULTPL STUDY REST/STRESS,"Myocardial imaging, positron emission tomography (PET), perfusion; multiple studies at rest and/or stress"
6794,"80415",ESTRADIOL RESPONSE PANEL,CHORNC GONAD STIMJ PANEL ESTRADIOL RESPONSE,Chorionic gonadotropin stimulation panel; estradiol response This panel must include the following: Estradiol (82670 x 2 on 3 pooled blood samples)
7321,"82378",CARCINOEMBRYONIC ANTIGEN,CARCINOEMBRYONIC ANTIGEN CEA,Carcinoembryonic antigen (CEA)
7449,"84488",TEST FECES FOR TRYPSIN,ASSAY OF TRYPSIN FECES QUALITATIVE,"Trypsin; feces, qualitative"
6918,"81201",APC GENE FULL SEQUENCE,APC GENE ANALYSIS FULL GENE SEQUENCE,"APC (adenomatous polyposis coli) (eg, familial adenomatosis polyposis [FAP], attenuated FAP) gene analysis; full gene sequence"
7509,"87152",CULTURE TYPE PULSE FIELD GE,CULTURE TYPING IDENTIFJ PULSE FIELD GEL TYPING,"Culture, typing; identification by pulse field gel typing"
7637,"86360",T CELL ABSOLUTE COUNT/RATIO,T CELLS ABSOLUTE CD4&CD8 COUNT RATIO,"T cells; absolute CD4 and CD8 count, including ratio"
7106,"82777",GALECTIN-3,GALECTIN-3,Galectin-3
7765,"86932",FROZEN BLOOD FREEZE/THAW,FROZEN BLOOD EACH UNIT FREEZING & THAWING,"Frozen blood, each unit; freezing (includes preparation) and thawing"
7198,"81470",X-LINKED INTELLECTUAL DBLT,X-LINKED INTELLECTUAL DBLT GENOMIC SEQ ANALYS,"X-linked intellectual disability (XLID) (eg, syndromic and non-syndromic XLID); genomic sequence analysis panel, must include sequencing of at least 60 genes, including ARX, ATRX, CDKL5, FGD1, FMR1, HUWE1, IL1RAPL, KDM5C, L1CAM, MECP2, MED12, MID1, OCRL, RPS6KA3, and SLC16A2"
7326,"85175",BLOOD CLOT LYSIS TIME,CLOT LYSIS TIME WHOLE BLOOD DILUTION,"Clot lysis time, whole blood dilution"
7981,"88365",INSITU HYBRIDIZATION (FISH),IN SITU HYBRIDIZATION 1ST PROBE STAIN,"In situ hybridization (eg, FISH), per specimen; initial single probe stain procedure"
7438,"83735",ASSAY OF MAGNESIUM,ASSAY OF MAGNESIUM,Magnesium
7566,"86784",TRICHINELLA ANTIBODY,ANTIBODY TRICHINELLA,Antibody; Trichinella
8125,"90700",DTAP VACCINE < 7 YRS IM,DIPHTH TETANUS TOX ACELL PERTUSSIS VACC<7 YR IM,"Diphtheria, tetanus toxoids, and acellular pertussis vaccine (DTaP), when administered to individuals younger than 7 years, for intramuscular use"
7638,"85210",CLOT FACTOR II PROTHROM SPE,CLOTTING FACTOR II PROTHROMBIN SPECIFIC,"Clotting; factor II, prothrombin, specific"
7766,"87283",RUBEOLA AG IF,IAADI RUBEOLA,Infectious agent antigen detection by immunofluorescent technique; Rubeola
8297,"89320",SEMEN ANAL VOL/COUNT/MOT,SEMEN ANALYSIS VOLUME COUNT MOTILITY DIFFERENT,"Semen analysis; volume, count, motility, and differential"
8425,"93040",RHYTHM ECG WITH REPORT,RHYTHM ECG 1-3 LEADS W/INTERPRETATION & REPORT,"Rhythm ECG, 1-3 leads; with interpretation and report"
7858,"96571",PHOTODYNAMIC TX ADDL 15 MIN,PDT NDSC ABL ABNOR TISS VIA ACTIVJ RX A 15 MIN,Photodynamic therapy by endoscopic application of light to ablate abnormal tissue via activation of photosensitive drug(s); each additional 15 minutes (List separately in addition to code for endoscopy or bronchoscopy procedures of lung and gastrointestinal tract)
9220,"1015F",COPD SYMPTOMS ASSESS,COPD SYMPTOMS ASSESSED/TOOL COMPLETED,"Chronic obstructive pulmonary disease (COPD) symptoms assessed (Includes assessment of at least 1 of the following: dyspnea, cough/sputum, wheezing), or respiratory symptom assessment tool completed (COPD)"
9348,"3230F",NOTE HRING TST W/IN 6 MON,HEARING TEST 6 MOS PRIOR TO EAR TUBE INSERTION,Documentation that hearing test was performed within 6 months prior to tympanostomy tube insertion (OME)
9476,"4050F",HT CARE PLAN DOC,HYPERTENSION PLAN OF CARE DOCUMENTED,Hypertension plan of care documented as appropriate (NMA-No Measure Associated)
9604,"3142F",BARIUM SWALLOW TEST ORDERED,BARIUM SWALLOW TEST ORDERED,Barium swallow test ordered (GERD)
9732,"3452F",DYSPNEA NOT SCREENED,DYSPNEA NOT SCREENED,Dyspnea not screened (Pall Cr)
9860,"4167F",HD BED TILTED 1ST DAY VENT,HEAD-BED ELEV 30-45 DEG 1ST VENT DAY ORDERED,Head of bed elevation (30-45 degrees) on first ventilator day ordered (CRIT)
9875,"0377T",ANOSCPY INJ AGENT FOR INCON,ANOSCOPY W/BULKING AGENT INJ FOR FECAL INCONT,Anoscopy with directed submucosal injection of bulking agent for fecal incontinence
8505,"93642",ELECTROPHYSIOLOGY EVALUATIO,EPHYS EVAL PACG CVDFB PRGRMG/REPRGRMG PARAMETERS,"Electrophysiologic evaluation of single or dual chamber transvenous pacing cardioverter-defibrillator (includes defibrillation threshold evaluation, induction of arrhythmia, evaluation of sensing and pacing for arrhythmia termination, and programming or reprogramming of sensing or therapeutic parameters)"
19,"00520",ANESTH CHEST PROCEDURE,ANESTHESIA CLOSED CHEST W/BRONCHOSCOPY NOS,Anesthesia for closed chest procedures; (including bronchoscopy) not otherwise specified
147,"23078",RESECT SHOULDER TUMOR 5 CM/,RAD RESECTION TUMOR SOFT TISSUE SHOULDER 5 CM/>,"Radical resection of tumor (eg, sarcoma), soft tissue of shoulder area; 5 cm or greater"
275,"00400",ANESTH SKIN EXT/PER/ATRUNK,ANES INTEG EXTREMITIES ANT TRUNK & PERINEUM NOS,"Anesthesia for procedures on the integumentary system on the extremities, anterior trunk and perineum; not otherwise specified"
403,"15221",SKIN FULL GRAFT ADD-ON,FTH/GFT FR W/DIR CLSR S/A/L EA ADDL 20 CM/<,"Full thickness graft, free, including direct closure of donor site, scalp, arms, and/or legs; each additional 20 sq cm, or part thereof (List separately in addition to code for primary procedure)"
44,"00580",ANESTH HEART/LUNG TRANSPLNT,ANES HEART TRANSPLANT/HEART/LUNG TRANSPLANT,Anesthesia for heart transplant or heart/lung transplant
172,"27275",MANIPULATION OF HIP JOINT,MANIPULATION HIP JOINT GENERAL ANESTHESIA,"Manipulation, hip joint, requiring general anesthesia"
607,"11312",SHAVE SKIN LESION 1.1-2.0 C,SHVG SKIN LESION 1 F/E/E/N/L/M DIAM 1.1-2.0 CM,"Shaving of epidermal or dermal lesion, single lesion, face, ears, eyelids, nose, lips, mucous membrane; lesion diameter 1.1 to 2.0 cm"
268,"28119",REMOVAL OF HEEL SPUR,OSTECTOMY CALCANEUS SPUR W/WO PLNTAR FASCIAL RLS,"Ostectomy, calcaneus; for spur, with or without plantar fascial release"
703,"20972",BONE/SKIN GRAFT METATARSAL,FREE OSTQ FLAP W/MVASC ANASTOMOSIS METATARSAL,Free osteocutaneous flap with microvascular anastomosis; metatarsal
831,"21244",RECONSTRUCTION OF LOWER JAW,RCNSTJ MNDBL XTRORAL W/TRANSOSTEAL BONE PLATE,"Reconstruction of mandible, extraoral, with transosteal bone plate (eg, mandibular staple bone plate)"
959,"19371",REMOVAL OF BREAST CAPSULE,PERIPROSTHETIC CAPSULECTOMY BREAST,"Periprosthetic capsulectomy, breast"
452,"14040",TIS TRNFR F/C/C/M/N/A/G/H/F,ADJT TIS TRNS/REARGMT F/C/C/M/N/A/G/H/F 10SQCM/<,"Adjacent tissue transfer or rearrangement, forehead, cheeks, chin, mouth, neck, axillae, genitalia, hands and/or feet; defect 10 sq cm or less"
580,"11644",EXC F/E/E/N/L MAL+MRG 3.1-4,EXCISION MALIGNANT LESION F/E/E/N/L 3.1-4.0 CM,"Excision, malignant lesion including margins, face, ears, eyelids, nose, lips; excised diameter 3.1 to 4.0 cm"
1015,"23040",EXPLORATORY SHOULDER SURGER,ARTHROTOMY GLENOHUMERAL JT EXPL/DRG/RMVL FB,"Arthrotomy, glenohumeral joint, including exploration, drainage, or removal of foreign body"
676,"20693",ADJUST BONE FIXATION DEVICE,ADJUSTMENT/REVJ XTRNL FIXATION SYSTEM REQ ANES,"Adjustment or revision of external fixation system requiring anesthesia (eg, new pin[s] or wire[s] and/or new ring[s] or bar[s])"
804,"21193",RECONST LWR JAW W/O GRAFT,RCNSTJ MNDBLR RAMI HRZNTL/VER/C/L OSTEOT W/O GRF,"Reconstruction of mandibular rami, horizontal, vertical, C, or L osteotomy; without bone graft"
1231,"25431",REPAIR NONUNION CARPAL BONE,REPAIR NONUNION CARPAL BONE EACH BONE,"Repair of nonunion of carpal bone (excluding carpal scaphoid (navicular)) (includes obtaining graft and necessary fixation), each bone"
888,"19302",P-MASTECTOMY W/LN REMOVAL,MASTECTOMY PARTIAL W/AXILLARY LYMPHADENECTOMY,"Mastectomy, partial (eg, lumpectomy, tylectomy, quadrantectomy, segmentectomy); with axillary lymphadenectomy"
1335,"25825",FUSE HAND BONES WITH GRAFT,ARTHRODESIS WRIST LIMITED W/AUTOGRAFT,"Arthrodesis, wrist; with autograft (includes obtaining graft)"
1463,"24330",REVISION OF ARM MUSCLES,FLEXOR-PLASTY ELBOW,"Flexor-plasty, elbow (eg, Steindler type advancement);"
1096,"23334",SHOULDER PROSTHESIS REMOVAL,PROSTHESIS REMOVAL HUMERAL/GLENOID COMPONENT,"Removal of prosthesis, includes debridement and synovectomy when performed; humeral or glenoid component"
1539,"27132",TOTAL HIP ARTHROPLASTY,CONV PREV HIP TOT HIP ARTHRP W/WO AGRFT/ALGRFT,"Conversion of previous hip surgery to total hip arthroplasty, with or without autograft or allograft"
1667,"26045",RELEASE PALM CONTRACTURE,FASCIOTOMY PALMAR OPEN PARTIAL,"Fasciotomy, palmar (eg, Dupuytren's contracture); open, partial"
1795,"26494",HAND TENDON/MUSCLE TRANSFER,OPPONENSPLASTY HYPOTHENAR MUSC TR,Opponensplasty; hypothenar muscle transfer
1260,"22818",KYPHECTOMY 1-2 SEGMENTS,KYPHECTOMY SINGLE OR TWO SEGMENTS,"Kyphectomy, circumferential exposure of spine and resection of vertebral segment(s) (including body and posterior elements); single or 2 segments"
1887,"28003",TREATMENT OF FOOT INFECTION,I&D BELOW FASCIA FOOT MULTIPLE AREAS,"Incision and drainage below fascia, with or without tendon sheath involvement, foot; multiple areas"
1340,"26010",DRAINAGE OF FINGER ABSCESS,DRAINAGE FINGER ABSCESS SIMPLE,Drainage of finger abscess; simple
1468,"26450",INCISION OF PALM TENDON,TENOTOMY FLEXOR PALM OPEN EACH TENDON,"Tenotomy, flexor, palm, open, each tendon"
2091,"29887",KNEE ARTHROSCOPY/SURGERY,ARTHRS KNEE DRLG OSTEOCHOND DISSECANS INT FIXJ,"Arthroscopy, knee, surgical; drilling for intact osteochondritis dissecans lesion with internal fixation"
1536,"27050",BIOPSY OF SACROILIAC JOINT,ARTHROTOMY W/BIOPSY SACROILIAC JOINT,"Arthrotomy, with biopsy; sacroiliac joint"
1664,"27244",TREAT THIGH FRACTURE,TX INTER/PR/SUBTRCHNTRIC FEMORAL FX SCREW IMPLT,"Treatment of intertrochanteric, peritrochanteric, or subtrochanteric femoral fracture; with plate/screw type implant, with or without cerclage"
2287,"29075",APPLICATION OF FOREARM CAST,APPLICATION CAST ELBOW FINGER SHORT ARM,"Application, cast; elbow to finger (short arm)"
1724,"27498",DECOMPRESSION OF THIGH/KNEE,DCMPRN FASCIOTOMY THIGH&/KNEE MLT COMPARTMENTS,"Decompression fasciotomy, thigh and/or knee, multiple compartments;"
1852,"27725",REPAIR OF LOWER LEG,RPR NON/MAL TIBIA SYNOSTOSIS W/FIBULA ANY METH,"Repair of nonunion or malunion, tibia; by synostosis, with fibula, any method"
1980,"27455",REALIGNMENT OF KNEE,OSTEOT PROX TIBIA FIB EXC/OSTEOT BEFORE EPIPHYSL,"Osteotomy, proximal tibia, including fibular excision or osteotomy (includes correction of genu varus [bowleg] or genu valgus [knock-knee]); before epiphyseal closure"
2435,"31820",CLOSURE OF WINDPIPE LESION,SURG CLSR TRACHEOSTOMY/FISTULA W/O PLASTIC RPR,Surgical closure tracheostomy or fistula; without plastic repair
2563,"32562",LYSE CHEST FIBRIN SUBQ DAY,INSTLJ CH TUBE/CATH AGENT FBRNLYSIS SBSQ DAY,"Instillation(s), via chest tube/catheter, agent for fibrinolysis (eg, fibrinolytic agent for break up of multiloculated effusion); subsequent day"
2691,"31603",INCISION OF WINDPIPE,TRACHEOSTOMY EMERGENCY PROCEDURE TRANSTRACHEAL,"Tracheostomy, emergency procedure; transtracheal"
2124,"27640",PARTIAL REMOVAL OF TIBIA,PARTIAL EXCISION BONE TIBIA,"Partial excision (craterization, saucerization, or diaphysectomy), bone (eg, osteomyelitis); tibia"
2763,"33883",INSERT ENDOVASC PROSTH TAA,PLMT PROX XTN PROSTH EVASC RPR DTA 1ST XTN,"Placement of proximal extension prosthesis for endovascular repair of descending thoracic aorta (eg, aneurysm, pseudoaneurysm, dissection, penetrating ulcer, intramural hematoma, or traumatic disruption); initial extension"
2891,"34830",OPEN AORTIC TUBE PROSTH REP,OPN RPR ARYSM RPR ARTL TRAUMA TUBE PROSTH,"Open repair of infrarenal aortic aneurysm or dissection, plus repair of associated arterial trauma, following unsuccessful endovascular repair; tube prosthesis"
2368,"31638",BRONCHOSCOPY REVISE STENT,BRNCHSC REVJ TRACHEAL/BRNCL STENT INS PREV SESS,"Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with revision of tracheal or bronchial stent inserted at previous session (includes tracheal/bronchial dilation as required)"
2963,"33366",TRCATH REPLACE AORTIC VALVE,TRANSCATHETER TRANSAPICAL REPLACEMT AORTIC VALVE,"Transcatheter aortic valve replacement (TAVR/TAVI) with prosthetic valve; transapical exposure (eg, left thoracotomy)"
2464,"29880",KNEE ARTHROSCOPY/SURGERY,ARTHRS KNEE W/MENISCECTOMY MED&LAT W/SHAVING,"Arthroscopy, knee, surgical; with meniscectomy (medial AND lateral, including any meniscal shaving) including debridement/shaving of articular cartilage (chondroplasty), same or separate compartment(s), when performed"
2592,"31231",NASAL ENDOSCOPY DX,NASAL ENDOSCOPY DIAGNOSTIC UNI/BI SPX,"Nasal endoscopy, diagnostic, unilateral or bilateral (separate procedure)"
3167,"35207",REPAIR BLOOD VESSEL LESION,REPAIR BLOOD VESSEL DIRECT HAND FINGER,"Repair blood vessel, direct; hand, finger"
2708,"33612",REPAIR DOUBLE VENTRICLE,RPR 2 OUTLET R VNTRC RPR R VENTR O/F TRC OBSTRCJ,Repair of double outlet right ventricle with intraventricular tunnel repair; with repair of right ventricular outflow tract obstruction
3263,"35521",ART BYP GRFT AXILL-FEMORAL,BYPASS W/VEIN AXILLARY-FEMORAL,"Bypass graft, with vein; axillary-femoral"
